,Tenure,City_Tier,CC_Contacted_LY,Payment,Gender,Service_Score,Account_user_count,account_segment,CC_Agent_Score,Marital_Status,rev_per_month,Complain_ly,rev_growth_yoy,coupon_used_for_payment,Day_Since_CC_connect,cashback,Login_device
6817,0.0,2.0,30.0,4,1,2.0,1.0,2,5.0,1,3.0,0.0,17.0,1.0,0.0,133.0,1
6820,9.0,1.0,10.0,4,0,3.0,3.0,3,4.0,1,5.0,1.0,24.0,0.0,0.0,173.0,1
6821,16.0,3.0,11.0,2,1,3.0,3.0,3,1.0,1,5.0,0.0,22.0,5.0,7.0,161.0,0
6823,2.0,1.0,33.0,1,1,2.0,3.0,2,1.0,1,3.0,0.0,15.0,1.0,10.0,139.0,0
6825,15.0,1.0,19.0,0,1,2.0,3.0,2,3.0,1,5.0,0.0,23.0,1.0,3.0,136.0,0
6827,19.0,1.0,12.0,2,1,2.0,3.0,0,1.0,1,5.0,0.0,14.0,1.0,7.0,193.0,1
6828,1.0,2.0,9.0,2,1,2.0,3.0,2,1.0,1,2.0,0.0,17.0,0.0,2.0,130.0,0
6829,2.0,1.0,42.0,2,1,3.0,5.0,3,3.0,1,12.0,0.0,19.0,1.0,6.0,164.0,1
6830,15.0,1.0,20.0,2,1,2.0,3.0,2,3.0,2,8.0,0.0,15.0,1.0,0.0,146.0,1
6831,0.0,3.0,11.0,3,1,2.0,4.0,3,4.0,2,12.0,1.0,13.0,2.0,2.0,205.0,1
6832,19.0,3.0,11.0,0,0,2.0,1.0,4,5.0,1,7.0,0.0,12.0,1.0,8.0,236.0,1
6834,2.0,2.0,18.0,1,1,2.0,4.0,2,4.0,1,5.0,0.0,13.0,1.0,0.0,128.0,1
6836,21.0,1.0,21.0,2,1,3.0,4.0,1,4.0,1,8.0,0.0,13.0,3.0,9.0,303.0,1
6837,0.0,1.0,36.0,2,1,3.0,4.0,2,1.0,2,6.0,1.0,24.0,1.0,0.0,125.0,0
6838,9.0,3.0,22.0,2,0,3.0,3.0,0,4.0,1,8.0,0.0,23.0,0.0,7.0,178.0,1
6839,0.0,1.0,26.0,2,0,3.0,4.0,2,5.0,1,5.0,0.0,20.0,7.0,3.0,150.0,0
6840,12.0,1.0,29.0,4,1,2.0,3.0,3,1.0,1,12.0,0.0,15.0,1.0,2.0,142.0,1
6842,1.0,3.0,11.0,1,0,3.0,3.0,2,4.0,1,2.0,0.0,19.0,1.0,0.0,136.0,1
6843,0.0,3.0,20.0,1,1,2.0,3.0,2,1.0,2,4.0,0.0,15.0,0.0,0.0,111.0,1
6844,0.0,1.0,20.0,2,1,3.0,3.0,2,4.0,2,4.0,1.0,24.0,1.0,0.0,131.0,1
6845,9.0,3.0,21.0,0,0,3.0,4.0,3,3.0,1,2.0,1.0,14.0,1.0,7.0,164.0,1
6847,7.0,3.0,12.0,2,1,3.0,3.0,0,1.0,1,5.0,1.0,15.0,0.0,0.0,199.0,1
6848,2.0,1.0,18.0,2,1,2.0,3.0,2,5.0,2,4.0,0.0,16.0,0.0,2.0,123.0,1
6851,18.0,1.0,38.0,2,0,3.0,4.0,3,1.0,1,4.0,0.0,14.0,0.0,8.0,166.0,1
6854,0.0,1.0,10.0,2,0,2.0,4.0,2,3.0,1,5.0,1.0,15.0,0.0,0.0,132.0,1
6855,0.0,3.0,10.0,1,0,2.0,1.0,3,3.0,2,2.0,0.0,15.0,0.0,7.0,166.0,1
6856,21.0,1.0,31.0,1,0,2.0,3.0,4,1.0,1,6.0,0.0,13.0,0.0,7.0,279.0,0
6859,19.0,1.0,32.0,2,1,3.0,3.0,2,1.0,2,4.0,0.0,18.0,0.0,0.0,126.0,1
6860,9.0,3.0,29.0,3,1,2.0,4.0,3,4.0,1,4.0,0.0,18.0,1.0,3.0,162.0,1
6862,15.0,1.0,15.0,1,1,2.0,3.0,0,5.0,1,11.0,0.0,14.0,3.0,7.0,240.0,1
6863,4.0,3.0,18.0,1,0,2.0,3.0,3,1.0,1,5.0,1.0,12.0,0.0,4.0,169.0,1
6865,4.0,1.0,14.0,1,0,3.0,1.0,2,3.0,1,13.0,0.0,14.0,2.0,2.0,146.0,1
6866,0.0,1.0,15.0,4,1,3.0,1.0,2,1.0,1,1.0,0.0,20.0,2.0,7.0,126.0,0
6868,6.0,3.0,18.0,3,1,2.0,3.0,3,3.0,2,2.0,0.0,14.0,0.0,9.0,158.0,1
6870,0.0,3.0,34.0,0,1,2.0,1.0,2,5.0,2,5.0,0.0,19.0,1.0,0.0,117.0,0
6871,12.0,3.0,34.0,2,0,2.0,5.0,3,3.0,1,8.0,0.0,20.0,0.0,2.0,161.0,0
6872,0.0,1.0,14.0,0,1,2.0,3.0,2,4.0,1,6.0,0.0,11.0,1.0,2.0,128.0,1
6873,7.0,1.0,35.0,4,1,2.0,4.0,3,1.0,1,4.0,1.0,17.0,3.0,11.0,162.0,0
6876,29.0,3.0,20.0,3,0,2.0,4.0,3,5.0,1,6.0,0.0,16.0,0.0,0.0,157.0,1
6877,12.0,1.0,20.0,1,1,2.0,3.0,3,5.0,1,2.0,0.0,25.0,4.0,9.0,155.0,1
6878,11.0,1.0,17.0,1,0,2.0,4.0,3,4.0,1,3.0,1.0,16.0,1.0,7.0,124.0,0
6879,30.0,3.0,29.0,2,0,3.0,3.0,4,1.0,1,5.0,1.0,13.0,1.0,0.0,284.0,1
6880,0.0,1.0,16.0,2,0,2.0,1.0,2,3.0,2,6.0,1.0,15.0,0.0,3.0,130.0,0
6881,11.0,1.0,17.0,2,1,3.0,3.0,2,1.0,1,5.0,0.0,21.0,1.0,3.0,153.0,1
6882,22.0,1.0,14.0,2,1,2.0,3.0,1,1.0,1,5.0,0.0,17.0,2.0,3.0,295.0,0
6883,15.0,3.0,21.0,3,1,3.0,3.0,3,1.0,1,4.0,1.0,13.0,0.0,0.0,153.0,1
6884,0.0,2.0,34.0,4,0,2.0,4.0,2,4.0,1,5.0,0.0,13.0,1.0,0.0,134.0,0
6885,8.0,3.0,27.0,1,1,3.0,3.0,3,5.0,1,4.0,0.0,18.0,0.0,4.0,3.0,1
6889,7.0,3.0,8.0,3,1,2.0,3.0,0,1.0,2,3.0,0.0,21.0,1.0,1.0,202.0,1
6891,0.0,1.0,10.0,1,1,3.0,3.0,2,5.0,2,2.0,0.0,14.0,3.0,6.0,133.0,1
6893,5.0,1.0,23.0,1,0,2.0,3.0,3,1.0,1,9.0,0.0,20.0,0.0,2.0,173.0,0
6894,4.0,1.0,13.0,2,1,2.0,5.0,3,5.0,1,4.0,0.0,21.0,1.0,7.0,156.0,0
6895,0.0,1.0,29.0,0,1,2.0,4.0,2,1.0,1,8.0,0.0,13.0,0.0,3.0,130.0,1
6896,11.0,3.0,11.0,2,1,2.0,4.0,2,5.0,2,5.0,0.0,16.0,0.0,0.0,133.0,1
6897,8.0,3.0,15.0,2,0,2.0,3.0,3,1.0,1,2.0,1.0,13.0,1.0,9.0,156.0,1
6898,0.0,3.0,22.0,3,1,2.0,3.0,3,1.0,2,5.0,0.0,15.0,0.0,7.0,145.0,1
6899,5.0,1.0,17.0,2,1,2.0,4.0,3,1.0,2,10.0,0.0,25.0,0.0,0.0,197.0,1
6900,0.0,3.0,36.0,3,1,3.0,3.0,3,1.0,1,3.0,1.0,12.0,0.0,8.0,159.0,0
6901,16.0,3.0,35.0,2,1,3.0,3.0,0,5.0,2,11.0,1.0,13.0,2.0,2.0,210.0,1
6902,27.0,1.0,17.0,2,0,3.0,3.0,3,3.0,1,8.0,0.0,13.0,0.0,3.0,136.0,1
6905,11.0,2.0,9.0,4,1,2.0,3.0,2,4.0,1,4.0,1.0,13.0,1.0,2.0,135.0,0
6907,4.0,1.0,10.0,1,0,2.0,5.0,2,1.0,1,4.0,1.0,11.0,1.0,0.0,113.0,1
6908,12.0,3.0,26.0,3,1,3.0,3.0,4,5.0,2,5.0,0.0,13.0,4.0,10.0,239.0,1
6910,4.0,1.0,22.0,1,0,2.0,3.0,0,3.0,1,8.0,0.0,21.0,3.0,8.0,213.0,0
6911,27.0,1.0,23.0,1,0,3.0,3.0,3,5.0,2,11.0,1.0,20.0,0.0,4.0,148.0,1
6912,0.0,1.0,12.0,2,1,2.0,4.0,3,3.0,2,3.0,0.0,12.0,1.0,2.0,148.0,1
6913,0.0,1.0,23.0,4,1,3.0,3.0,2,1.0,2,3.0,0.0,13.0,1.0,4.0,131.0,1
6914,13.0,1.0,20.0,0,0,3.0,3.0,3,3.0,1,3.0,0.0,13.0,2.0,4.0,170.0,0
6915,13.0,3.0,13.0,3,0,3.0,3.0,3,4.0,1,5.0,0.0,14.0,1.0,10.0,159.0,1
6916,0.0,2.0,14.0,4,0,2.0,3.0,2,4.0,1,8.0,0.0,16.0,0.0,2.0,124.0,1
6917,3.0,1.0,10.0,1,1,3.0,3.0,2,4.0,1,5.0,0.0,15.0,0.0,7.0,141.0,1
6918,0.0,1.0,11.0,4,0,2.0,3.0,2,3.0,1,8.0,1.0,21.0,0.0,2.0,1972.0,1
6919,20.0,1.0,37.0,1,1,2.0,3.0,0,3.0,2,3.0,0.0,25.0,1.0,11.0,189.0,1
6920,6.0,1.0,9.0,1,1,2.0,4.0,2,3.0,1,5.0,0.0,14.0,0.0,0.0,125.0,0
6921,11.0,3.0,11.0,2,1,2.0,3.0,3,4.0,1,3.0,0.0,17.0,4.0,8.0,144.0,1
6922,4.0,3.0,10.0,2,1,2.0,3.0,2,3.0,1,4.0,0.0,21.0,1.0,2.0,137.0,1
6923,11.0,1.0,15.0,2,1,3.0,4.0,3,3.0,1,7.0,0.0,12.0,2.0,7.0,156.0,0
6926,20.0,1.0,12.0,1,0,3.0,3.0,0,4.0,1,3.0,0.0,19.0,0.0,12.0,226.0,0
6928,0.0,1.0,9.0,2,1,3.0,3.0,2,3.0,2,3.0,0.0,12.0,0.0,2.0,135.0,1
6929,8.0,1.0,19.0,1,1,2.0,3.0,3,3.0,2,3.0,0.0,21.0,0.0,8.0,157.0,1
6930,6.0,1.0,26.0,1,0,3.0,3.0,3,1.0,1,3.0,1.0,15.0,5.0,1.0,13.0,1
6931,5.0,1.0,42.0,2,0,2.0,4.0,2,4.0,2,6.0,0.0,14.0,3.0,1.0,134.0,1
6932,13.0,1.0,12.0,2,1,2.0,3.0,2,1.0,1,9.0,0.0,21.0,0.0,0.0,126.0,1
6933,5.0,3.0,10.0,1,1,3.0,4.0,2,4.0,1,1.0,0.0,15.0,0.0,2.0,130.0,1
6934,12.0,1.0,34.0,2,1,2.0,3.0,3,1.0,2,8.0,0.0,15.0,1.0,7.0,145.0,1
6935,11.0,1.0,22.0,1,0,2.0,5.0,0,3.0,1,4.0,0.0,14.0,1.0,11.0,235.0,1
6936,5.0,3.0,10.0,3,0,2.0,3.0,0,1.0,1,6.0,0.0,20.0,3.0,7.0,211.0,1
6937,10.0,1.0,23.0,2,0,2.0,1.0,0,1.0,1,136.0,1.0,26.0,0.0,8.0,242.0,1
6938,0.0,3.0,16.0,4,0,2.0,3.0,3,3.0,1,2.0,1.0,24.0,1.0,4.0,149.0,1
6939,25.0,3.0,132.0,2,1,2.0,3.0,2,1.0,1,4.0,0.0,15.0,1.0,0.0,139.0,0
6941,0.0,3.0,15.0,1,1,2.0,3.0,2,5.0,2,2.0,1.0,13.0,1.0,2.0,131.0,1
6943,0.0,3.0,22.0,3,1,2.0,3.0,2,5.0,1,5.0,0.0,20.0,1.0,0.0,120.0,0
6944,9.0,3.0,16.0,1,0,3.0,4.0,0,1.0,1,2.0,0.0,20.0,3.0,4.0,180.0,1
6945,9.0,1.0,13.0,2,0,3.0,3.0,3,4.0,1,11.0,0.0,14.0,1.0,2.0,156.0,0
6946,29.0,1.0,9.0,2,1,2.0,3.0,3,3.0,1,4.0,0.0,22.0,0.0,9.0,166.0,0
6947,0.0,1.0,10.0,1,1,2.0,3.0,2,1.0,1,10.0,1.0,14.0,2.0,2.0,152.0,1
6949,19.0,1.0,18.0,0,1,3.0,3.0,2,3.0,1,9.0,0.0,11.0,6.0,8.0,126.0,1
6950,14.0,1.0,36.0,2,0,2.0,4.0,4,4.0,1,5.0,0.0,23.0,1.0,10.0,237.0,1
6951,7.0,3.0,38.0,3,0,3.0,4.0,3,3.0,1,5.0,0.0,23.0,1.0,7.0,174.0,1
6952,9.0,3.0,28.0,3,1,2.0,5.0,3,1.0,1,4.0,0.0,25.0,4.0,11.0,157.0,0
6954,5.0,1.0,13.0,0,1,3.0,3.0,2,5.0,2,6.0,0.0,14.0,1.0,2.0,126.0,1
6955,8.0,2.0,39.0,2,0,2.0,3.0,0,1.0,2,5.0,1.0,18.0,1.0,7.0,191.0,1
6957,13.0,3.0,12.0,2,1,3.0,3.0,3,3.0,1,11.0,0.0,13.0,1.0,1.0,170.0,0
6958,9.0,3.0,21.0,3,0,3.0,4.0,3,1.0,1,9.0,0.0,13.0,1.0,0.0,171.0,1
6959,18.0,3.0,32.0,2,0,2.0,3.0,3,3.0,2,9.0,0.0,15.0,1.0,1.0,156.0,1
6960,13.0,1.0,15.0,2,1,2.0,4.0,2,3.0,2,5.0,0.0,15.0,0.0,2.0,132.0,1
6962,13.0,1.0,14.0,1,0,3.0,3.0,2,3.0,1,5.0,0.0,14.0,1.0,2.0,126.0,1
6963,8.0,1.0,11.0,2,0,3.0,5.0,2,1.0,1,4.0,0.0,12.0,0.0,1.0,132.0,1
6964,2.0,1.0,21.0,4,1,2.0,4.0,3,4.0,1,8.0,1.0,14.0,1.0,3.0,144.0,1
6966,13.0,3.0,40.0,3,1,2.0,4.0,0,5.0,1,7.0,1.0,14.0,0.0,0.0,215.0,1
6967,12.0,3.0,34.0,3,0,2.0,4.0,4,1.0,1,1.0,0.0,11.0,1.0,6.0,222.0,1
6968,4.0,1.0,18.0,1,1,3.0,3.0,3,5.0,2,5.0,0.0,21.0,0.0,7.0,200.0,0
6971,12.0,1.0,19.0,1,1,2.0,4.0,0,5.0,1,6.0,0.0,16.0,1.0,7.0,206.0,1
6972,0.0,1.0,12.0,2,1,2.0,1.0,3,4.0,1,6.0,1.0,21.0,1.0,3.0,163.0,1
6973,22.0,3.0,14.0,1,1,3.0,4.0,3,4.0,1,3.0,0.0,16.0,1.0,8.0,156.0,0
6974,7.0,1.0,17.0,1,1,2.0,1.0,3,3.0,1,6.0,0.0,13.0,0.0,2.0,151.0,1
6975,4.0,3.0,12.0,2,0,3.0,3.0,3,1.0,2,9.0,1.0,12.0,0.0,5.0,167.0,1
6976,22.0,1.0,16.0,2,1,3.0,4.0,3,4.0,1,6.0,0.0,25.0,0.0,7.0,155.0,0
6977,0.0,1.0,11.0,4,1,3.0,4.0,2,3.0,2,11.0,1.0,17.0,0.0,0.0,126.0,1
6979,0.0,1.0,14.0,1,1,2.0,3.0,2,4.0,1,12.0,0.0,13.0,1.0,2.0,142.0,1
6980,5.0,1.0,12.0,2,1,3.0,3.0,2,1.0,2,2.0,0.0,13.0,1.0,6.0,133.0,0
6982,3.0,1.0,32.0,2,1,3.0,3.0,2,3.0,1,4.0,0.0,23.0,1.0,0.0,133.0,1
6983,11.0,1.0,32.0,2,1,2.0,4.0,0,3.0,2,2.0,0.0,23.0,1.0,8.0,199.0,0
6984,9.0,1.0,37.0,1,1,3.0,3.0,3,3.0,1,10.0,0.0,15.0,0.0,7.0,154.0,1
6987,4.0,1.0,34.0,2,1,2.0,3.0,2,3.0,1,5.0,0.0,18.0,3.0,3.0,134.0,1
6988,7.0,1.0,27.0,1,1,3.0,3.0,2,1.0,1,5.0,0.0,12.0,0.0,2.0,130.0,1
6989,0.0,1.0,37.0,2,1,2.0,4.0,2,3.0,2,9.0,1.0,16.0,0.0,3.0,127.0,1
6990,2.0,1.0,31.0,2,0,2.0,1.0,0,5.0,1,4.0,0.0,13.0,6.0,8.0,206.0,1
6991,5.0,1.0,13.0,2,1,3.0,1.0,2,4.0,1,5.0,1.0,12.0,1.0,5.0,133.0,1
6992,0.0,1.0,27.0,1,1,3.0,1.0,2,1.0,1,3.0,1.0,14.0,0.0,0.0,129.0,0
6993,26.0,3.0,14.0,2,0,3.0,4.0,4,1.0,1,4.0,0.0,17.0,0.0,7.0,258.0,1
6994,11.0,1.0,15.0,2,1,2.0,3.0,2,1.0,2,10.0,1.0,11.0,0.0,2.0,143.0,1
6995,0.0,1.0,24.0,4,0,3.0,1.0,3,3.0,1,1.0,0.0,19.0,0.0,3.0,144.0,0
6996,0.0,3.0,17.0,2,1,2.0,4.0,2,5.0,2,10.0,0.0,25.0,0.0,3.0,140.0,1
6997,7.0,1.0,19.0,2,0,2.0,3.0,0,4.0,2,5.0,0.0,11.0,0.0,11.0,220.0,1
6999,0.0,1.0,15.0,1,1,2.0,3.0,2,5.0,2,3.0,0.0,12.0,0.0,3.0,130.0,1
7000,26.0,1.0,15.0,4,0,2.0,3.0,1,3.0,1,8.0,0.0,13.0,1.0,8.0,293.0,1
7001,0.0,1.0,27.0,2,0,3.0,5.0,2,5.0,2,6.0,1.0,23.0,0.0,7.0,141.0,0
7002,15.0,3.0,19.0,3,1,2.0,3.0,3,4.0,1,3.0,0.0,12.0,2.0,2.0,169.0,1
7003,17.0,1.0,18.0,1,0,2.0,4.0,0,1.0,1,4.0,0.0,14.0,0.0,17.0,203.0,1
7004,19.0,3.0,14.0,3,0,2.0,3.0,1,5.0,2,4.0,0.0,13.0,2.0,1.0,296.0,1
7005,6.0,1.0,11.0,1,1,3.0,3.0,2,1.0,2,9.0,0.0,12.0,0.0,0.0,126.0,1
7006,99.0,1.0,22.0,4,1,2.0,3.0,3,1.0,1,3.0,1.0,15.0,0.0,3.0,171.0,1
7008,2.0,3.0,14.0,0,1,2.0,3.0,3,1.0,1,7.0,0.0,15.0,0.0,0.0,127.0,1
7010,16.0,1.0,10.0,1,0,3.0,1.0,2,3.0,1,2.0,0.0,12.0,1.0,4.0,127.0,1
7011,13.0,3.0,13.0,3,1,2.0,4.0,2,3.0,1,6.0,1.0,16.0,1.0,2.0,131.0,1
7012,8.0,3.0,11.0,3,0,3.0,3.0,2,1.0,1,6.0,0.0,13.0,2.0,2.0,1853.0,1
7015,8.0,1.0,17.0,4,1,3.0,3.0,2,1.0,1,3.0,0.0,12.0,1.0,0.0,120.0,1
7016,0.0,1.0,13.0,2,0,2.0,3.0,2,5.0,1,6.0,0.0,15.0,1.0,0.0,125.0,1
7017,0.0,1.0,35.0,2,1,2.0,5.0,2,3.0,2,5.0,0.0,12.0,0.0,1.0,125.0,1
7018,0.0,3.0,20.0,2,1,2.0,3.0,0,3.0,2,5.0,0.0,16.0,1.0,7.0,188.0,0
7019,3.0,1.0,10.0,1,0,2.0,3.0,3,1.0,2,4.0,0.0,24.0,1.0,7.0,140.0,0
7020,4.0,1.0,25.0,0,0,2.0,3.0,1,3.0,1,4.0,0.0,12.0,1.0,8.0,298.0,1
7021,7.0,3.0,35.0,3,1,3.0,3.0,3,3.0,2,3.0,0.0,21.0,0.0,7.0,152.0,0
7022,10.0,1.0,32.0,2,1,3.0,3.0,2,4.0,1,8.0,0.0,23.0,0.0,0.0,134.0,1
7023,19.0,3.0,18.0,3,1,3.0,3.0,3,1.0,2,8.0,1.0,22.0,1.0,8.0,161.0,0
7024,8.0,1.0,16.0,2,1,2.0,1.0,2,1.0,1,6.0,0.0,20.0,1.0,1.0,125.0,1
7025,11.0,1.0,10.0,2,1,3.0,4.0,0,3.0,2,13.0,1.0,13.0,0.0,0.0,157.0,1
7026,0.0,1.0,15.0,0,1,2.0,3.0,2,3.0,2,5.0,1.0,14.0,0.0,2.0,141.0,1
7027,17.0,3.0,9.0,3,0,3.0,3.0,3,5.0,1,10.0,1.0,21.0,1.0,3.0,157.0,1
7028,8.0,1.0,21.0,1,1,3.0,4.0,0,5.0,1,4.0,1.0,13.0,1.0,3.0,201.0,0
7029,0.0,3.0,32.0,3,0,2.0,4.0,3,1.0,1,11.0,1.0,19.0,0.0,0.0,142.0,1
7030,6.0,1.0,34.0,2,0,3.0,3.0,0,1.0,2,4.0,1.0,13.0,3.0,12.0,237.0,0
7031,8.0,3.0,12.0,2,1,3.0,3.0,0,5.0,1,5.0,0.0,22.0,0.0,8.0,198.0,0
7032,8.0,1.0,34.0,1,0,1.0,3.0,2,5.0,1,4.0,1.0,15.0,0.0,2.0,144.0,1
7033,4.0,1.0,19.0,2,1,2.0,3.0,3,1.0,1,7.0,0.0,23.0,0.0,7.0,166.0,1
7034,10.0,1.0,11.0,2,1,2.0,4.0,3,3.0,1,4.0,0.0,20.0,0.0,7.0,165.0,1
7035,5.0,1.0,13.0,1,1,2.0,3.0,3,1.0,1,5.0,1.0,23.0,5.0,8.0,165.0,1
7036,11.0,1.0,37.0,2,0,2.0,3.0,3,1.0,2,121.0,0.0,13.0,6.0,9.0,124.0,0
7037,23.0,1.0,15.0,1,0,2.0,4.0,1,3.0,1,8.0,1.0,13.0,4.0,8.0,293.0,1
7038,30.0,3.0,37.0,2,0,4.0,3.0,0,5.0,2,9.0,0.0,11.0,6.0,9.0,178.0,1
7040,28.0,1.0,20.0,1,0,2.0,3.0,4,3.0,1,4.0,1.0,14.0,1.0,2.0,250.0,1
7041,9.0,1.0,21.0,2,1,3.0,4.0,3,4.0,2,3.0,0.0,15.0,1.0,3.0,167.0,0
7042,18.0,1.0,18.0,2,1,2.0,3.0,0,5.0,1,5.0,0.0,19.0,0.0,0.0,200.0,1
7043,8.0,1.0,11.0,1,1,3.0,3.0,2,5.0,1,5.0,0.0,15.0,0.0,2.0,128.0,0
7044,0.0,1.0,17.0,1,1,3.0,4.0,2,3.0,1,5.0,1.0,17.0,1.0,0.0,140.0,1
7045,30.0,3.0,11.0,2,0,2.0,4.0,3,3.0,2,9.0,0.0,12.0,1.0,3.0,155.0,0
7046,2.0,1.0,15.0,2,1,3.0,3.0,2,4.0,1,1.0,0.0,25.0,1.0,4.0,130.0,1
7047,4.0,1.0,10.0,1,1,2.0,3.0,2,4.0,2,6.0,0.0,19.0,1.0,0.0,129.0,1
7048,5.0,1.0,13.0,2,1,3.0,3.0,3,4.0,1,5.0,0.0,18.0,1.0,9.0,167.0,1
7049,9.0,1.0,14.0,2,0,2.0,1.0,2,1.0,1,8.0,0.0,14.0,0.0,0.0,133.0,1
7050,4.0,1.0,20.0,2,0,3.0,3.0,3,1.0,2,3.0,0.0,25.0,1.0,8.0,148.0,1
7051,8.0,3.0,11.0,3,1,2.0,4.0,3,5.0,2,3.0,0.0,16.0,1.0,8.0,147.0,1
7053,10.0,1.0,17.0,1,1,1.0,3.0,0,3.0,2,6.0,0.0,15.0,0.0,2.0,239.0,1
7054,19.0,2.0,18.0,1,1,3.0,3.0,3,4.0,1,2.0,1.0,23.0,1.0,2.0,154.0,1
7055,3.0,1.0,8.0,2,1,2.0,4.0,3,1.0,1,6.0,1.0,13.0,1.0,0.0,154.0,1
7056,8.0,1.0,12.0,1,1,1.0,4.0,2,3.0,2,2.0,0.0,18.0,1.0,4.0,133.0,1
7058,11.0,1.0,15.0,1,0,3.0,5.0,3,1.0,1,9.0,1.0,13.0,0.0,9.0,153.0,0
7059,7.0,1.0,9.0,1,1,3.0,3.0,3,4.0,1,6.0,0.0,17.0,1.0,3.0,150.0,1
7060,29.0,1.0,17.0,2,1,2.0,5.0,0,1.0,2,9.0,0.0,11.0,0.0,2.0,177.0,1
7061,0.0,3.0,12.0,0,1,3.0,3.0,2,5.0,1,4.0,0.0,13.0,1.0,0.0,125.0,1
7063,3.0,1.0,13.0,2,1,4.0,4.0,3,1.0,1,5.0,0.0,21.0,3.0,8.0,147.0,1
7064,9.0,3.0,22.0,1,1,3.0,4.0,0,1.0,2,3.0,0.0,16.0,3.0,7.0,203.0,1
7065,13.0,1.0,8.0,2,1,3.0,4.0,4,4.0,1,4.0,0.0,22.0,5.0,11.0,241.0,0
7068,19.0,1.0,8.0,1,1,2.0,4.0,0,5.0,1,3.0,1.0,13.0,4.0,5.0,209.0,0
7069,5.0,3.0,15.0,1,1,2.0,3.0,3,3.0,2,4.0,0.0,17.0,5.0,7.0,153.0,1
7070,27.0,1.0,14.0,0,0,2.0,3.0,0,3.0,1,13.0,0.0,13.0,0.0,3.0,237.0,1
7071,0.0,3.0,15.0,4,0,2.0,3.0,3,3.0,1,2.0,0.0,22.0,0.0,2.0,151.0,1
7072,1.0,3.0,15.0,1,1,2.0,3.0,3,3.0,1,4.0,0.0,17.0,0.0,4.0,147.0,0
7073,30.0,3.0,20.0,1,1,2.0,3.0,4,3.0,2,1.0,0.0,15.0,0.0,8.0,239.0,1
7074,17.0,1.0,34.0,1,1,3.0,3.0,3,4.0,1,8.0,0.0,12.0,0.0,2.0,127.0,0
7076,5.0,1.0,8.0,2,1,3.0,3.0,2,5.0,2,4.0,0.0,14.0,0.0,0.0,132.0,1
7077,0.0,1.0,14.0,2,0,3.0,4.0,2,1.0,2,2.0,1.0,18.0,0.0,0.0,131.0,0
7078,7.0,1.0,18.0,4,0,2.0,3.0,3,3.0,2,6.0,0.0,14.0,0.0,10.0,148.0,1
7079,10.0,1.0,15.0,2,1,3.0,4.0,3,1.0,1,7.0,0.0,16.0,1.0,0.0,158.0,0
7080,30.0,2.0,12.0,4,0,2.0,4.0,1,1.0,1,13.0,0.0,23.0,0.0,2.0,290.0,0
7083,0.0,1.0,15.0,1,1,3.0,4.0,2,1.0,1,5.0,0.0,11.0,0.0,1.0,129.0,1
7084,0.0,1.0,28.0,1,0,2.0,3.0,2,1.0,2,4.0,0.0,16.0,1.0,0.0,132.0,1
7085,24.0,1.0,12.0,1,0,1.0,4.0,0,5.0,2,7.0,0.0,21.0,4.0,8.0,182.0,0
7086,0.0,1.0,18.0,2,1,3.0,5.0,3,3.0,2,3.0,1.0,25.0,1.0,6.0,161.0,0
7087,27.0,2.0,39.0,4,0,1.0,1.0,4,1.0,2,6.0,1.0,13.0,2.0,4.0,274.0,0
7088,0.0,1.0,29.0,2,1,2.0,3.0,2,3.0,1,2.0,0.0,14.0,0.0,2.0,131.0,1
7089,7.0,1.0,16.0,2,0,2.0,4.0,3,4.0,1,8.0,0.0,16.0,1.0,0.0,146.0,1
7090,10.0,3.0,11.0,2,1,2.0,3.0,0,1.0,2,5.0,0.0,12.0,0.0,3.0,175.0,1
7092,9.0,3.0,24.0,0,0,3.0,3.0,0,1.0,1,3.0,0.0,16.0,0.0,8.0,199.0,0
7094,16.0,3.0,38.0,2,1,3.0,3.0,4,1.0,1,3.0,1.0,13.0,1.0,12.0,270.0,0
7095,3.0,1.0,32.0,2,1,3.0,5.0,2,3.0,1,6.0,0.0,26.0,0.0,9.0,128.0,0
7096,6.0,3.0,31.0,3,1,3.0,3.0,3,4.0,1,5.0,0.0,14.0,0.0,7.0,161.0,0
7097,19.0,1.0,22.0,2,0,3.0,3.0,2,4.0,1,12.0,1.0,19.0,3.0,3.0,157.0,1
7098,24.0,1.0,16.0,2,1,2.0,3.0,1,3.0,2,9.0,0.0,13.0,8.0,15.0,295.0,1
7099,0.0,3.0,18.0,2,1,3.0,5.0,3,3.0,1,6.0,1.0,20.0,0.0,7.0,162.0,1
7101,20.0,1.0,36.0,1,0,3.0,3.0,0,1.0,1,2.0,0.0,13.0,7.0,6.0,205.0,1
7103,99.0,1.0,10.0,0,1,3.0,3.0,2,1.0,1,1.0,0.0,16.0,2.0,1.0,132.0,1
7104,22.0,1.0,32.0,1,0,3.0,3.0,3,5.0,1,5.0,0.0,15.0,5.0,11.0,173.0,1
7105,16.0,1.0,37.0,1,0,3.0,1.0,2,3.0,2,7.0,0.0,14.0,0.0,2.0,153.0,0
7107,0.0,3.0,30.0,2,0,3.0,5.0,3,3.0,1,6.0,1.0,11.0,0.0,2.0,149.0,1
7108,14.0,3.0,19.0,2,1,3.0,3.0,0,3.0,1,4.0,1.0,15.0,0.0,7.0,187.0,1
